group,new_package,old_pool,date,new_spend,old_pool_spend,new_cpa,old_pool_cpa,daily_saving_by_cpa,new_cpi,old_pool_cpi,new_sub_rate,old_pool_sub_rate,new_gross_after_roi,old_pool_gross_after_roi,lead_days,lead_rmape,lead_overlap_days,cpa_advantage_days,cpa_advantage_until_day,cpa_avg_advantage,cpi_advantage_days,cpi_advantage_until_day,cpi_avg_advantage,cost_lead_days,lead_period_saving,lead_period_new_gross,lead_period_new_spend,lead_period_new_roi,new_installs,old_pool_installs,new_subs,old_pool_subs,new_gross_after,old_pool_gross_after
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-14,1181.77,4804.73,2.954425,3.128079427083333,69.46177083333325,0.13323224351747462,0.13705479647431326,0.04509582863585118,0.04381435947171749,0.6265940072941435,0.5458558545433355,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,8870.0,35057.0,400.0,1536.0,740.49,2622.69
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-15,1375.71,4876.37,3.1698387096774194,3.1359292604501605,-14.71670096463037,0.13331815098362246,0.12598811523059036,0.04205833898633589,0.04017568789562072,0.5219559354805882,0.5489636758490434,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,10319.0,38705.0,434.0,1555.0,718.06,2676.95
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-16,2453.78,5481.12,2.6905482456140355,3.2413483146067414,502.32966292134785,0.15409319266515953,0.12768467398141028,0.05727204220045215,0.0393924569618189,0.7851681894872401,0.49076283679248034,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,15924.0,42927.0,912.0,1691.0,1926.63,2689.93
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-17,3085.24,4333.42,2.4197960784313723,2.9005488621151274,612.9597991967877,0.1479163869977946,0.1198865711282023,0.06112762489212772,0.04133237425994578,0.9804585704839818,0.6568230173858061,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,20858.0,36146.0,1275.0,1494.0,3024.95,2846.29
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-03-31,1968.5700000000002,13606.6,3.1396650717703354,3.077023971053822,-39.27597014925398,0.20989124640153536,0.14584959053295032,0.06685147670327327,0.04739956266346525,0.532101982657462,0.5627820322490557,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,9379.0,93292.0,627.0,4422.0,1047.48,7657.55
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-01,1717.83,14023.800000000001,3.491524390243902,3.3525699258905095,-68.36559646186919,0.2367787732598208,0.150830850640481,0.06781529979324603,0.04498962108908655,0.38022388711339306,0.4375604329782227,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,7255.0,92977.0,492.0,4183.0,653.16,6136.26
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-02,911.8199999999999,8431.68,2.8583699059561125,2.7545508003920287,-33.11829467494273,0.21009677419354839,0.13595756002386442,0.07350230414746543,0.049357434251898674,0.6804303480950188,0.7470646419218946,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,4340.0,62017.0,319.0,3061.0,620.43,6299.01
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-03,555.38,8812.48,3.120112359550562,2.8510126172759622,-47.899754124878754,0.2645926631729395,0.13467121047725292,0.08480228680323963,0.04723627305652765,0.5923511829738197,0.6853269454228549,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,2099.0,65437.0,178.0,3091.0,328.98,6039.43
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-04,543.47,6361.23,3.3966875,2.601730061349693,-127.1931901840491,0.4306418383518225,0.14058277530995159,0.12678288431061807,0.05403434330040443,0.5201207058347287,0.8437141873505596,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,1262.0,45249.0,160.0,2445.0,282.67,5367.0599999999995
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-05,468.67,9016.4,3.371726618705036,2.883402622321714,-67.87703549728175,0.28594874923733987,0.13972199408036448,0.0848078096400244,0.048457330585300086,0.4538587919004843,0.6660463156026796,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,1639.0,64531.0,139.0,3127.0,212.70999999999998,6005.34
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-06,228.67000000000002,8668.900000000001,3.46469696969697,2.7793844180827194,-45.230628406540525,0.34232035928143717,0.1319527527893207,0.09880239520958084,0.04747553160722712,0.44597017536187517,0.7274602314019079,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,668.0,65697.0,66.0,3119.0,101.98,6306.28
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-07,693.04,7724.41,3.253708920187793,3.1451180781758956,-23.12984934853417,0.2685160790391321,0.14058696126965636,0.08252615265401007,0.04470005824111823,0.5011831928892994,0.5326283819735099,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,2581.0,54944.0,213.0,2456.0,347.34,4114.24
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-08,503.1600000000001,6325.36,2.858863636363637,3.1438170974155066,50.151809145129086,0.2804682274247492,0.1469032467834084,0.09810479375696766,0.04672766965488411,0.6840567612687812,0.5338858183565837,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,1794.0,43058.0,176.0,2012.0,344.19,3377.02
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-09,455.31,5607.69,2.8817088607594936,3.331960784313725,71.13980392156857,0.2606239267315398,0.14822218697962095,0.090440755580996,0.0444849734358893,0.6669961125387098,0.4459982630994224,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,1747.0,37833.0,158.0,1683.0,303.69,2501.02
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-10,396.64,4403.76,2.9822556390977444,3.0903578947368424,14.377600000000038,0.2318176504967855,0.15821513257167494,0.0777323202805377,0.05119637852985557,0.6116881807180315,0.5561474739767835,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,1711.0,27834.0,133.0,1425.0,242.62,2449.1400000000003
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-11,284.95,3646.45,2.5441964285714285,2.9312299035369773,43.34774919614147,0.23110300081103,0.16095563893180312,0.0908353609083536,0.05491061575811079,0.8848218985786981,0.6392738142577027,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,1233.0,22655.0,112.0,1244.0,252.13000000000002,2331.08
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-12,392.94,5284.59,3.2208196721311477,3.072436046511628,-18.1028023255814,0.22992393212404916,0.16998809830159547,0.07138677589233469,0.05532681420483788,0.4941212398839518,0.565082627034453,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,1709.0,31088.0,122.0,1720.0,194.16000000000003,2986.23
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-13,344.96,4779.92,3.3819607843137254,3.019532533164877,-36.967681617182535,0.17564154786150712,0.15947419344076336,0.051934826883910386,0.05281419944616822,0.4241361317254175,0.5920643023314197,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,1964.0,29973.0,102.0,1583.0,146.31,2830.02
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-14,703.11,4804.73,3.1249333333333333,3.128079427083333,0.7078710937499677,0.15628139586574794,0.13705479647431326,0.050011113580795734,0.04381435947171749,0.5460027591699734,0.5458558545433355,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,4499.0,35057.0,225.0,1536.0,383.90000000000003,2622.69
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-15,1162.76,4876.37,3.4198823529411766,3.1359292604501605,-96.54405144694547,0.18453578797016346,0.12598811523059036,0.05395968893826377,0.04017568789562072,0.4126732945749768,0.5489636758490434,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,6301.0,38705.0,340.0,1555.0,479.84000000000003,2676.95
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-16,1629.73,5481.12,3.272550200803213,3.2413483146067414,-15.538539325842844,0.20840537084398977,0.12768467398141028,0.06368286445012787,0.0393924569618189,0.4709000877445957,0.49076283679248034,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,7820.0,42927.0,498.0,1691.0,767.4399999999999,2689.93
Beatmo vs Minimix / Vimi / Viyo / CoupleLens,Beatmo,Minimix / Vimi / Viyo / CoupleLens,2026-04-17,1317.44,4333.42,3.260990099009901,2.9005488621151274,-145.6182597054886,0.20034063260340634,0.1198865711282023,0.06143552311435523,0.04133237425994578,0.48840174884624726,0.6568230173858061,9.0,0.05914746343903132,9.0,0.0,,,0.0,,,0.0,,,,,6576.0,36146.0,404.0,1494.0,643.44,2846.29
