素材类型,素材语言,创意主题,创意搜集人,创意提需人,模板制作人,素材制作人,素材制作时间,spend,installs,subs,gross_after,days,cpa,cpi,sub_rate,roi,daily_aligned_cpa_saving,daily_aligned_cpi_saving,explain_share_of_net_saving,old_same_theme_best_package,old_same_theme_spend,old_same_theme_subs,old_same_theme_cpa,old_same_theme_cpi,old_same_theme_sub_rate,same_theme_cpa_gap_old_minus_new,same_theme_amount_at_new_subs
新选题,印地语,荒野力量+男+原,创意搜集ZJX,创意提需ZJX,模板制作WXR,素材制作LBJ,20260518,11.21,4.0,0.0,0.0,2,,2.8025,0.0,0.0,-11.21,-10.61448399234273,-0.0011848781027075186,,,,,,,,
新选题,印地语,人像轮廓双重曝光+单人+竞,创意搜集WYX,创意提需WYX,模板制作CF,素材制作ZQL,20260521,32.629999999999995,79.0,7.0,1.3100000000000005,8,4.661428571428571,0.41303797468354425,0.08860759493670886,0.04014710389212384,-12.22481288910253,-20.434938513084877,-0.0012921421143616614,,,,,,,,
新选题,印地语,雨夜街头自拍情侣+情侣+原,创意搜集QCH,创意提需QCH,模板制作ZXL,素材制作WXR+WB,20260521,92.05000000000001,255.0,27.0,38.0,8,3.40925925925926,0.3609803921568628,0.10588235294117647,0.4128191200434546,-12.51465696908721,-52.76793536803733,-0.0013227781450104797,,,,,,,,
新选题,印地语,节奏搓手舞+通用+原,创意搜集ZJX,创意提需ZJX,模板制作WXR,素材制作LBJ,20260518,192.31,781.0,62.0,105.87,10,3.1017741935483873,0.24623559539052498,0.0793854033290653,0.5505173937912745,-15.262912057169435,-74.20028813426664,-0.00161326407494118,,,,,,,,
老选题,印尼语,Q版人物+印尼模特测试+竞,创意搜集WYX,创意提需ZXL,模板制作CF,素材制作ZJQ,20260529,54.730000000000004,165.0,12.0,3.4200000000000004,5,4.560833333333334,0.3316969696969697,0.07272727272727272,0.062488580303307145,-17.10361981603581,-26.485601803288198,-0.0018078237820745074,,,,,,,,
新选题,印地语,纱丽双重曝光+通用+竞,创意搜集LST,创意提需LST,模板制作LQX,素材制作LBJ,20260526,266.85,611.0,79.0,113.63000000000001,10,3.377848101265823,0.4367430441898527,0.12929623567921442,0.4258197489226157,-17.79731233770161,-154.79736740839277,-0.0018811459122202493,,,,,,,,
新选题,印地语,墨镜男横叼玫瑰+男+原,创意搜集WXY,创意提需WXY,模板制作ZXL,素材制作WXY+WB,20260529,469.56,1387.0,145.0,228.29,7,3.238344827586207,0.3385436193222783,0.10454217736121124,0.4861785501320385,-24.008410651472452,-236.146282537369,-0.002537648533607463,,,,,,,,
老选题,印地语,单人彩墙绘+中老年模特+竞,创意搜集ZXL,创意提需WYX,模板制作WXR,素材制作ZJQ,20260515,109.65,393.0,30.0,35.040000000000006,8,3.6550000000000002,0.2790076335877863,0.07633587786259542,0.31956224350205203,-27.860332829772446,-52.31107391384354,-0.00294479021446394,,,,,,,,
新选题,印地语,单人豪车组合+男+原,创意搜集QCH,创意提需QCH,模板制作ZXL,素材制作ZJQ+WB,20260518,3843.11,16257.0,1238.0,2110.97,19,3.1042891760904685,0.23639724426400935,0.07615181152734207,0.549286905657137,-29.976011501108395,-1041.4784766310358,-0.0031684138835122275,,,,,,,,
老选题,印地语,抖肩扭胯舞蹈+传统服饰小孩+原,创意搜集WXY,创意提需WXY,模板制作WXR,素材制作WXX,20260529,49.35,69.0,4.0,-29.18,3,12.3375,0.7152173913043478,0.057971014492753624,-0.5912867274569402,-37.04533488186415,-37.55819551244239,-0.003915629447724162,,,,,,,,
新选题,印地语,镜中新娘+情侣+原,创意搜集LXQ,创意提需LXQ,模板制作WXX,素材制作XY,20260520,62.35,87.0,6.0,-32.400000000000006,6,10.391666666666667,0.7166666666666667,0.06896551724137931,-0.5196471531676023,-45.262861941709936,-49.32119207920986,-0.004784208205227977,,,,,,,,
新选题,印地语,婚礼比心+情侣+原,创意搜集LXQ,创意提需LXQ,模板制作ZXL,素材制作LBJ+WB,20260521,438.49,1339.0,111.0,97.69,9,3.9503603603603605,0.3274757281553398,0.08289768483943241,0.22278729275468082,-107.00587040765585,-222.46263091174094,-0.011310340116609266,,,,,,,,
新选题,印地语,摇头点手舞一号+通用+原,创意搜集QCH,创意提需QCH,模板制作ZQL,素材制作ZQL,20260520,162.78,2960.0,13.0,-16.01,17,12.521538461538462,0.05499324324324324,0.004391891891891892,-0.09835360609411477,-122.70966574950876,358.3120680276542,-0.012970204811521117,,,,,,,,
新选题,印地语,政府官员对镜自拍+男+原,创意搜集LXQ,创意提需LXQ,模板制作ZXL,素材制作ZJQ+WB,20260526,1108.1399999999999,3875.0,309.0,381.68,12,3.586213592233009,0.28597161290322576,0.07974193548387097,0.3444330138791128,-131.87815575921516,-375.28106883287353,-0.013939298749736439,,,,,,,,
老选题,印地语,孔雀舞+老年模特+原,创意搜集LXQ,创意提需LST,模板制作CF,素材制作ZJQ,20260515,317.2,16441.0,59.0,-24.48,19,5.376271186440678,0.019293230338787177,0.0035885895018551183,-0.07717528373266079,-134.42779406346258,2537.7840361692424,-0.014208791220434664,Usgen,29083.87,9486.0,3.0659782837866327,0.19464379170263885,0.06348505230188528,-2.3102929026540453,-136.30728125658868
老选题,英语,情侣拍立得+高种姓青少年情侣+竞,创意搜集ZXL,创意提需ZXL,模板制作WXR,素材制作WXX,20260520,7180.63,33745.0,2212.0,3465.62,18,3.2462160940325497,0.21279093198992444,0.06555045191880278,0.4826345320675205,-241.02862792093663,-1132.8659242364845,-0.025476319656481342,,,,,,,,
